name,KEGG
GLYCHOCHOLIC ACID+Na,C01921
GLYCHOCHOLIC ACID+NH4,NA
GLYCHOCHOLIC ACID-2H2O,NA
GLYCHOCHOLIC ACID-H2O,C01921
GLYCHOLIC ACID-Dimer,NA
GLYCINE,C00037
GLYCOCHENODEOXYCHOLIC ACID,C05466
GLYCOCHENODEOXYCHOLIC ACID+Na,C05466
GLYCOCHENODEOXYCHOLIC ACID-H2O,C05466
GLYCOCHOLATE,C01921
GLYCOCHOLATE+Na,C01921
GLYCOCHOLATE-H2O,C01921
GLYCODEOXYCHOLIC ACID-dimer,NA
GLYCODOEXYCHOLIC ACID,C05464
GLYCODOEXYCHOLIC ACID+Na,C05464
GLYCODOEXYCHOLIC ACID-2H2O,NA
GLYCODOEXYCHOLIC ACID-H2O,C05464
GLYCOHYODEOXYCHOLIC ACID,      
GLYCOHYODEOXYCHOLIC ACID+Na,      
GLYCOHYODEOXYCHOLIC ACID-H2O,      
GLYCOLALDEHYDE DIMER+K,C00266
GLYCOLITHOCHOLIC ACID,C15557
GLYCOLITHOCHOLIC ACID+Na,C15557
GLYCOLITHOCHOLIC ACID-H2O,C15557
GLYCOURSODEOXYCHOLIC ACID,      
GLYCOURSODEOXYCHOLIC ACID+Na,      
GLYCOURSODEOXYCHOLIC ACID-2H2O,NA
GLYCOURSODEOXYCHOLIC ACID-dimer,NA
GLYCOURSODEOXYCHOLIC ACID-H2O,      
GLYCYL-LEUCINE,C02155
GUAIACOL,C01502
GUANIDINOACETATE,C00581
GUANIDINOACETATE_NH3,C00581
GUANIDINOACETATE+Na,C00581
GUANIDINOBUTYRATE,
GUANINE,C00242
GUANOSINE,C00387
"GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE",C00942
"GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE+Na",C00942
GUANOSINE 5'-DIPHOSPHO-D-MANNOSE,C00096
GUANOSINE 5'-DIPHOSPHOGLUCOSE,C00394
GUANOSINE 5'-MONOPHOSPHATE,C00144
GUANOSINE+K,C00387
GUANOSINE+Na,C00387
HEME,
HEPTANOIC ACID,CA1393
HEXADECANOYLCARNITINE,C02990
HEXADECANOYLCARNITINE+Na,C02990
HEXANOYLCARNITINE,      
HEXANOYLCARNITINE+Na,      
HEXOSE-6-PHOSPHATE,NA
HEXOSE-DISACCHARIDE,NA
HIPPURATE,C01586
HIPPURATE+Na,C01586
HIPPURATE-H2O,C01586
HISTAMINE,C00388
HISTAMINE+Na,C00388
HISTAMINE-NH3,C00388
HOMOCITRATE,C01251
HOMOCYSTEINE,C05330
HOMOCYSTINE,C01817
HOMOCYSTINE+Na,C01817
HOMOGENTISATE,C00544
HOMOGENTISATE-H2O,C00544
HOMOSERINE,C00263
HOMOSERINE+Na,C00263
HOMOSERINE-H2O,C00263
HOMOVANILLATE,C05582
HYDROQUINONE,C00530
HYDROXYHIPPURIC ACID,NA
HYODEOXCHOLIC ACID-H2O,      
HYPOTAURINE,C00519
HYPOTAURINE+Na,C00519
HYPOTAURINE-H2O,C00519
HYPOXANTHINE,C00262
HYPOXANTHINE+Na,C00262
HYPOXANTHINE-NH3,C00262
IBUPROFEN,C01588
INDOLE-3-ACETALDEHYDE,C00637
INDOLE-3-ACETAMIDE,C02693
INDOLE-3-ACETAMIDE+K,C02693
INDOLE-3-ACETAMIDE+Na,C02693
INDOLE-3-ACETAMIDE-NH3,C02693
INDOLE-3-ACETATE,C00954
INDOLE-3-CARBOXYLIC ACID,
INDOLE-3-ETHANOL,C00955
INDOLE-3-ETHANOL-H2O,C00955
INODLEACRYLIC ACID,C00331
INOSINE,C00294
INOSINE 5'-MONOPHOSPHATE,C00130
INOSINE 5'-MONOPHOSPHATE+Na,C00130
INOSINE 5'-PHOSPHATE,C00130
INOSINE 5'-PHOSPHATE+Na,C00130
INOSINE+K,C00294
INOSINE+Na,C00294
ISOBUTYRYLCARNITINE,NA
ISOCITRIC ACID,C00311
ISOCITRIC ACID+Na,C00311
ISOCITRIC ACID-H2O,C00311
ISOCYTOSINE,NA
ISOVALERYLCARNITINE,      
ISOVALERYLCARNITINE,
"ISOVALERYLCARNITINE (N,N,N-trimethyl-D9)",NA
ISOVALERYLCARNITINE+Na,      
ITACONATE,C00490
ITACONATE,C00490
ITACONATE+Na,C00490
ITACONATE+Na,C00490
ITACONATE-H2O,C00490
ITACONATE-H2O,C00490
KAEMPFEROL,
KYNURENIC ACID,C01717
KYNURENINE,C00328
"L-2,3-DIAMINOPROPIONIC ACID",C03401
"L-2,3-DIAMINOPROPIONIC ACID+K",C03401
"L-2,3-DIAMINOPROPIONIC ACID+Na",C03401
"L-2,3-DIAMINOPROPIONIC ACID-NH3",C03401
L-2-AMINO ADIPIC ACID,
L-2-PHOSPHOGLYCERIC ACID,NA
L-5-HYDROXYLYSINE,C01211
L-5-HYDROXYLYSINE+K,C01211
L-5-HYDROXYLYSINE+Na,C01211
L-5-HYDROXYLYSINE-H2O,C01211
L-5-HYDROXYLYSINE-NH3,C01211
LACTIC ACID,NA
LACTOSE,
LACTOSE+K,
LACTOSE+NA,
LACTOSE-Dimer,
L-ALANINE,C01401
L-ALANINE 13C3,NA
L-ALANINE+Na,C01401
L-ALLOTHREONINE+Na,C05519
L-ALLOTHREONINE-H2O,C05519
L-ANSERINE,C01262
L-ANSERINE+Na,C01262
L-ANSERINE-NH3,C01262
L-ARABITOL,CA1387
L-ARABITOL+K,CA1387
L-ARABITOL+Na,CA1387
L-ARABITOL-H2O,CA1387
L-ARGININE,C00062
L-ARGININE+K,C00062
L-ARGININE+Na,C00062
L-ARGININE-NH3,C00062
L-ASPARAGINE,C16438
L-ASPARAGINE+K,C16438
L-ASPARAGINE+Na,C16438
L-ASPARAGINE-NH3,C16438
L-ASPARTATE,C16433
L-ASPARTATE+Na,C16433
L-ASPARTATE-H2O,C16433
LAUROYLCARNITINE,CA1406
LAUROYLCARNITINE+Na,CA1406
L-CARNITINE,C00318
L-CARNITINE:D9,NA
L-CARNITINE+K,C00318
L-CARNITINE+Na,C00318
L-CYSTATHIONINE,C00542
L-CYSTATHIONINE+Na,C00542
L-CYSTEIC ACID,C00506
L-CYSTEIC ACID+Na,C00506
L-CYSTEINE,C00736
L-CYSTINE,C01420
L-CYSTINE,C01420
L-CYSTINE+Na,C01420
LEU PRO,NA
LEVOFLOXACIN,C07660
L-FUCOSE,
L-GLUTAMIC ACID,C00302
L-GLUTAMIC ACID+Na,C00302
L-GLUTAMIC ACID-H2O,C00302
L-GLUTAMIC ACID-NH3,C00302
L-GLUTAMINE,C00303
L-GLUTAMINE+K,C00303
L-GLUTAMINE+Na,C00303
L-GLUTAMINE-NH3,C00303
L-HISTIDINE,C00135
L-HISTIDINE+K,C00135
L-HISTIDINE+Na,C00135
L-HISTIDINOL,C00860
L-HISTIDINOL+K,C00860
L-HISTIDINOL+Na,C00860
L-HISTIDINOL-H2O,C00860
L-HOMOCYSTEINE THIOLACTONE,CE1401
L-HOMOCYSTEINE THIOLACTONE+Na,CE1401
LIDOCAINE,C07073
LINALOOL,
LINOLEATE,C01595
LINOLEYLCARNITINE,      
LINOLEYLCARNITINE+Na,      
LIPOAMIDE,C00248
LIPOAMIDE+K,C00248
LIPOAMIDE+Na,C00248
LIPOAMIDE-NH3,C00248
L-ISOLEUCINE,C16434
L-ISOLEUCINE+Na,C16434
LITHOCHOLIC ACID,C03990
"LL-2,6-DIAMINOHEPTANEDIOATE",C00666
"LL-2,6-DIAMINOHEPTANEDIOATE+K",C00666
"LL-2,6-DIAMINOHEPTANEDIOATE+Na",C00666
"LL-2,6-DIAMINOHEPTANEDIOATE-H2O",C00666
"LL-2,6-DIAMINOHEPTANEDIOATE-NH3",C00666
L-LEUCINE,C16439
L-LEUCINE 13C6,NA
L-LEUCINE-D10,NA
L-LYSINE,C16440
L-LYSINE+K,C16440
L-LYSINE+Na,C16440
L-LYSINE-H2O,C16440
L-LYSINE-NH3,C16440
L-METHIONINE,C01733
L-METHIONINE-NH3,C01733
L-METHIONINE SULFOXIMINE,C03510
L-METHIONINE SULFOXIMINE+K,C03510
L-METHIONINE SULFOXIMINE+Na,C03510
L-METHIONINE SULFOXIMINE-NH3,C03510
L-METHIONINE+Na,C01733
L-ORNITHINE+K,C00515
L-ORNITHINE-H2O,C00515
L-ORNITHINE-NH3,C00515
L-ORNITHINE,C00515
L-ORNITHINE+Na,C00515
L-PHENYLALANINE+Na,C02057
L-PHENYLALANINE-NH3,C02057
L-PHENYLALANINE,C00079
L-PHENYLALANINE 13C6,NA
L-PHENYLALANINE-HCOOH,NA
L-PIPECOLIC ACID,C00408
L-PIPECOLIC ACID+Na,C00408
L-PROLINE,C16435
L-PROLINE+Na,C16435
L-RHAMNOSE+Na,C00507
L-RHAMNOSE-H2O,C00507
L-SERINE+Na,C00716
L-SERINE,C00716
L-SERINE-H2O,C00716
L-SORBOSE-H2O,C01452
L-SORBOSE,C01452
L-SORBOSE+Na,C01452
L-SORBOSE+K,C01452
L-THREONINE,CA1381
L-THREONINE-H2O,CA1381
L-THREONINE+Na,CA1381
L-TRYPTOPHAN,C00806
L-TRYPTOPHAN 13C11,NA
L-TRYPTOPHAN 13C11,NA
L-TRYPTOPHAN+K,C00806
L-TRYPTOPHAN+Na,C00806
"L-TRYPTOPHAN-2,3,3-D3",NA
"L-TRYPTOPHAN-2,3,3-D3-NH3",NA
L-TRYPTOPHANAMIDE,C00977
L-TRYPTOPHANAMIDE+K,C00977
L-TRYPTOPHANAMIDE+Na,C00977
L-TRYPTOPHANAMIDE-NH3,C00977
L-TRYPTOPHAN-NH3,C00806
L-TYROSINE,C01536
L-TYROSINE 13C6,NA
L-TYROSINE source fragment,
L-TYROSINE+Na,C01536
L-TYROSINE-NH3,C01536
LUMICHROME,C01727
L-VALINE/5-AMINOPENTANOATE/L-NORVALINE,NA
L-VALINE/5-AMINOPENTANOATE/L-NORVALINE+Na,C16436
L-XYLOSE+Na,C01394
L-XYLOSE-H2O,C01394
LYSO PC (16:0),NA
LYSO PC (16:0)+Na,NA
LYSO PC (16:1),NA
LYSO PC (18:0),NA
LYSO PC (18:0),NA
LYSO PC (18:1),NA
LYSO PC (18:2),NA
LYSO PC (20:4),NA
LYSO PC (20:4),NA
LYSO PC (22:6),NA
LYSO PE (18:0),NA
LYSO PE (18:0)+Na,NA
LYSO PE (18:1),NA
LYSO PE (20:4),NA
LYSO PE (22:4),NA
LYSO PE (22:6),NA
MALATE,C00711
MALATE+Na,C00711
MALEAMATE,C01596
MALEIC ACID,C01384
MALEIC ACID+Na,C01384
MALEIC ACID-H2O,C01384
MALEIMIDE,C07272
MALONATE,C00383
MALONATE+Na,C00383
MALONYLCARNITINE,      
MALTOSE,C00208
MALTOSE+Na,C00208
MALTOSE-H2O,C00208
MANNITOL/Sorbitol,C00392
MANNITOL/Sorbitol+K,C00392
MANNITOL/Sorbitol+Na,C00392
MANNITOL/Sorbitol-H2O,C00392
MANNOSE,C00159
MANNOSE+K,C00159
MANNOSE+Na,C00159
MELATONIN,C01598
MELATONIN+K,C01598
MELATONIN+Na,C01598
MELATONIN-NH3,C01598
MELIBIOSE,C05402
MELIBIOSE+Na,C05402
MELIBIOSE-H2O,C05402
MESO-TARTARIC ACID,C00552
METHIONINE SULFOXIDE,
METHYL BETA-D-GALACTOSIDE,C03619
METHYL BETA-D-GALACTOSIDE+K,C03619
METHYL BETA-D-GALACTOSIDE+Na,C03619
METHYL INDOLE-3-ACETATE,CA1231
METHYL JASMONATE,C11512
METHYL JASMONATE,C11512
METHYL JASMONATE-H2O,C11512
METHYL VANILLATE-H2O,C06672
METHYLCYTIDINE,
Methylglutaryl-L-carnitine,      
METHYLMALONATE,C02170
METHYLMALONATE+Na,C02170
METHYLMALONATE-H2O,C02170
MEVALOLACTONE,CA1383
MEVALOLACTONE_Na,CA1383
MGDG (2:0_7:0),NA
MGDG (22:6_4:0),NA
MGDG (7:0_3:0),NA
Monobenzyl phthalate (mBzP),
Monobutyl phthalate,
Monobutyl phthalate (mBP),
Monoethyl phthalate (mEP),
MONO-METHYL GLUTARATE,CA1015
MONO-METHYL GLUTARATE,CA1015
MONO-METHYL GLUTARATE+Na,CA1015
MONO-METHYL GLUTARATE+Na,CA1015
MONO-METHYL GLUTARATE-H2O,CA1015
MONO-METHYL GLUTARATE-H2O,CA1015
Monomethyl phthalate (MMP),
Monooctyl phtlate (MOP),
MURIDEOXYCHOLIC ACID,C15515
MYO-INOSITOL,C00137
MYO-INOSITOL,C00137
MYO-INOSITOL+Na,C00137
MYO-INOSITOL-H2O,C00137
MYRISOTYLCARNITINE,      
MYRISOTYLCARNITINE+Na,      
MYRISTIC ACID+K,C06424
"MYRISTOLCARNITINE (N,N,N-trimethyl-D9)",NA
N1-ACETYLSPERMINE,C02567
N1-ACETYLSPERMINE+Na,C02567
N6-(DELTA2-ISOPENTENYL)-ADENINE,C04083
N6-(DELTA2-ISOPENTENYL)-ADENINE+K,C04083
N6-(DELTA2-ISOPENTENYL)-ADENINE+Na,C04083
N-Acetyl-Arginine ,NA
N-ACETYL-D-GALACTOSAMINE,C01074
N-ACETYL-D-GALACTOSAMINE+Na,C01074
N-ACETYL-D-GALACTOSAMINE-H2O,C01074
N-ACETYL-D-GLUCOSAMINE,C00140
N-ACETYL-D-GLUCOSAMINE+K,C00140
N-ACETYL-D-GLUCOSAMINE+Na,C00140
N-ACETYL-D-GLUCOSAMINE-H2O,C00140
N-ACETYL-DL-GLUTAMIC ACID,CA1454
N-ACETYL-DL-GLUTAMIC ACID+Na,CA1454
N-ACETYL-DL-GLUTAMIC ACID-H2O,CA1454
N-ACETYL-DL-METHIONINE,CA1210
N-ACETYL-DL-METHIONINE+Na,CA1210
N-ACETYL-DL-METHIONINE-H2O,CA1210
N-ACETYL-DL-SERINE,CA1449
N-ACETYL-DL-SERINE+Na,CA1449
N-ACETYL-DL-SERINE-H2O,CA1449
N-ACETYL-D-TRYPTOPHAN,C03137
N-ACETYL-D-TRYPTOPHAN+K,C03137
N-ACETYL-D-TRYPTOPHAN+Na,C03137
N-ACETYL-D-TRYPTOPHAN-H2O,C03137
N-ACETYLGLUTAMATE,
N-ACETYLGLUTAMATE-2H2O,
N-ACETYLGLYCINE ,CA1212
N-ACETYLGLYCINE +Na,CA1212
N-ACETYLGLYCINE -H2O,CA1212
N-ACETYL-HEXOSAMINE+Na,NA
N-ACETYL-L-ALANINE,CE1554
N-ACETYL-L-ALANINE+Na,CE1554
N-ACETYL-L-ALANINE-H2O,CE1554
N-ACETYL-L-ASPARTIC ACID,CA1200
N-ACETYL-L-ASPARTIC ACID+K,CA1200
N-ACETYL-L-ASPARTIC ACID+Na,CA1200
N-ACETYL-L-ASPARTIC ACID-H2O,CA1200
N-ACETYL-L-CYSTEINE,CE1310
N-ACETYL-L-CYSTEINE+Na,CE1310
N-ACETYL-L-CYSTEINE-H2O,CE1310
N-ACETYL-L-LEUCINE,C02710
N-ACETYL-L-LEUCINE+Na,C02710
N-ACETYL-L-LEUCINE-H2O,C02710
N-ACETYL-L-PHENYLALANINE,C03519
N-ACETYL-L-PHENYLALANINE+Na,C03519
N-ACETYL-L-PHENYLALANINE-H2O,C03519
N-ACETYLNEURAMINATE,C00270
N-ACETYLNEURAMINATE+Na,C00270
N-ACETYLNEURAMINATE-H2O,C00270
N-ACETYLPUTRESCINE,C02714
N-ACETYLPUTRESCINE+Na,C02714
N-ACETYLPUTRESCINE-NH3,C02714
N-ACETYLSEROTONIN,C00978
N-ACETYLSEROTONIN+K,C00978
N-ACETYLSEROTONIN+Na,C00978
N-ACETYLSEROTONIN-H2O,C00978
N-ACETYLSEROTONIN-NH3,C00978
NAD,C00003
NALPHA-ACETYL-L-LYSINE,CA1219
NALPHA-ACETYL-L-LYSINE+Na,CA1219
NALPHA-ACETYL-L-LYSINE-H2O,CA1219
NALPHA-ACETYL-L-LYSINE-NH3,CA1219
N-AMIDINO-L-ASPARTATE,C03139
N-AMIDINO-L-ASPARTATE,C03139
N-AMIDINO-L-ASPARTATE-H2O,C03139
N-BOC-L-Alanine,NA
N-BOC-L-Alanine,NA
N-BOC-L-Aspartic Acid,NA
N-BOC-L-Aspartic Acid,NA
N-BOC-L-tert-Leucine,NA
N-BOC-L-tert-Leucine,NA
N-BOC-L-Tryptophan,NA
N-BOC-L-Tryptophan,NA
N-Butylbenzenesulfonamide,NA
N-FORMYLGLYCINE,CA1268
N-FORMYLGLYCINE-H2O,CA1268
N-FORMYL-L-METHIONINE ,
NIACIN,
NICOTINAMIDE,C00153
NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE,C04423
NICOTINAMIDE MONONUCLEOTIDE,C00455
NICOTINAMIDE MONONUCLEOTIDE+Na,C00455
NICOTINATE,C00253
NICOTINATE+Na,C00253
NICOTINE,C16150
NIFEDIPINE,C07266
NIPECOTIC ACID,NA
N-METHYL-D-ASPARTIC ACID,C12269
N-METHYL-D-ASPARTIC ACID+Na,C12269
N-METHYL-D-ASPARTIC ACID-H2O,C12269
N-METHYL-L-GLUTAMATE,C01046
N-METHYL-L-GLUTAMATE+Na,C01046
N-METHYL-L-HISTIDINE,C01152
N-METHYL-L-HISTIDINE+Na,C01152
N-METHYLNICOTINAMIDE,
N-METHYLTRYPTAMINE,C06213
NONANOATE,C01601
NORADRENALINE,C00547
NORDEOXYCHOLIC ACID,      
NORDEOXYCHOLIC ACID+Na,      
NORDEOXYCHOLIC ACID-H2O,      
NOREPHEDRINE,C07911
NORMETANEPHRINE,CA1379
NORMETANEPHRINE+Na,CA1379
NORMETANEPHRINE-H2O,CA1379
OCTADECANOYLCARNITINE-NH3,      
OCTANOYLCARNITINE,C02838
OCTANOYLCARNITINE,C02838
OCTANOYLCARNITINE (N-methyl-D3),NA
OCTANOYLCARNITINE+Na,C02838
OCTENOYLCARNITINE,      
OCTENOYLCARNITINE+Na,      
OCTOPAMINE,C04227
OCTOPAMINE+Na,C04227
OCTOPAMINE-H2O,C04227
OMEGA-HYDROXYDODECANOIC ACID,C08317
OMEGA-HYDROXYDODECANOIC ACID-H2O,C08317
O-PHOSPHO-L-SERINE,CA1388
O-PHOSPHO-L-SERINE+Na,CA1388
OPHTHALMIC ACID,CA1475
OPHTHALMIC ACID+Na,CA1475
ORNITHINE,C00077
OROTATE,C00295
ORTHOPHOSPHATE,NA
O-SUCCINYL-L-HOMOSERINE,C01118
O-SUCCINYL-L-HOMOSERINE+Na,C01118
O-SUCCINYL-L-HOMOSERINE-H2O,C01118
OxLYSO PC (18:4(OH))/OxLysoPC (18:3(Ke)),NA
"OxLYSO PC (18:4(OO))/OxLysoPC (18:3(Ke, OH))/OxoLysoPC (16:1(OO))/OxPC (18:2)",NA
OxPC (20:3(KeKe)),NA
"OxPE (20:5(OO)_11:1(CHO))/OxPE (20:5(Ke)_11:0(COOH))/OxPE (17:2(Ke,OH)_14:3(CHO))/OxPE (20:4(Ke,OH)_11:1(CHO))",NA
PALATINOSE+Na,C01742
PALATINOSE-H2O,C01742
PALMITOLEIC ACID,C08362
PALMITOYLCARNITINE,NA
PALMITOYLCARNITINE ( N-methyl-D3),NA
PANTOLACTONE+Na,
PANTOTHENIC ACID,C00864
PANTOTHENIC ACID,C00864
PANTOTHENIC ACID+Na,C00864
PANTOTHENIC ACID-H2O,C00864
PARAXANTHINE,C13747
PARAXANTHINE+Na,C13747
PC (34:1),NA
PEG n5,NA
PENTANOATE,C00803
PHE PHE,
PHENETHYLAMINE,C05332
PHENETHYLAMINE-NH3,C05332
PHENYL ACETATE,C00548
PHENYLACETAMIDE,
PHENYLACETYLGLUTAMINE,
PHENYLETHANOLAMINE,C02735
PHENYLETHANOLAMINE+Na,C02735
PHENYLETHANOLAMINE-H2O,C02735
PHLOROGLUCINOL,C02183
PHOSPHO(ENOL)PYRUVIC ACID,C00074
PHOSPHO(ENOL)PYRUVIC ACID-H2O,C00074
PHOSPHOCHOLINE,C00588
PHOSPHOCREATINE,C02305
PHOSPHOCREATINE+Na,C02305
PHOSPHONOACETATE,C05682
PHOSPHONOACETATE+Na,C05682
PHOSPHONOACETATE-H2O,C05682
PHTALIC ACID,C01606
Phthalic acid mono-2-ethylhexyl ester (MEHP),
PICOLINIC ACID,C10164
PICOLINIC ACID+Na,C10164
PICOLINIC ACID-H2O,C10164
PIPECOLIC ACID,C00408
PIPECOLIC ACID+K,C00408
PIPECOLIC ACID+Na,C00408
PlaSMA ID-412,
PROPANOYLCARNITINE,C03017
PROPANOYLCARNITINE+Na,C03017
PROPIONYLCARNITINE,C03017
PROPIONYLCARNITINE D3,NA
PROPIONYLCARNITINE+Na,C03017
PSICOSE+Na,C06468
PSICOSE-H2O,C06468
PTERIN,CA1303
PTERIN+Na,CA1303
PULEGONE,NA
PURINE,C15587
PURINE+Na,C00465
PUTRESCINE,C00134
PUTRESCINE+Na,C00134
PUTRESCINE-NH3,C00134
Pyridine,C00747
"PYRIDINE-2,3-DICARBOXYLATE",C03722
"PYRIDINE-2,3-DICARBOXYLATE+Na",C03722
"PYRIDINE-2,3-DICARBOXYLATE-H2O",C03722
PYRIDOXAL,C00250
PYRIDOXAL 5'-PHOSPHATE,C00018
PYRIDOXAL 5'-PHOSPHATE+Na,C00018
PYRIDOXAL+K,C00250
PYRIDOXAL+Na,C00250
PYRIDOXAL-H2O,C00250
PYRIDOXAMINE,C00534
PYRIDOXAMINE 5'-PHOSPHATE,C00647
PYRIDOXAMINE+Na,C00534
PYRIDOXAMINE-H2O,C00534
PYRIDOXAMINE-NH3,C00534
PYRIDOXINE,C00314
PYRIDOXINE+Na,C00314
PYRIDOXINE-H2O,C00314
PYROGLUTAMIC ACID,C01879
PYRROLE-2-CARBOXYLATE,C05942
QUINATE,C00296
QUINATE+Na,C00296
QUINATE-H2O,C00296
QUINOLINE,C06413
RAC-GLYCEROL 1-MYRISTATE,NA
RAFFINOSE,C00492
REICHSTEINS SUBSTANCE S,C05488
RESORCINOL MONOACETATE,C12064
RIBITOL,C00474
RIBITOL_H2O,C00474
RIBITOL+Na,C00474
RIBOFLAVIN,C00255
RIBOFLAVIN+Na,C00255
RIBULOSE 5-PHOSPHATE,C00117
RIBULOSE 5-PHOSPHATE+Na,C00117
ROSMARINIC ACID,C10489
S-(5'-ADENOSYL)-L-HOMOCYSTEINE,C00021
S-(5'-ADENOSYL)-L-HOMOCYSTEINE+Na,C00021
S-(5'-ADENOSYL)-L-METHIONINE,C00019
SALICYLAMIDE,CA1193
SALICYLAMIDE-NH3,CA1193
SALSOLINOL,C09642
SARCOSINE,C00213
SARCOSINE+Na,C00213
SARCOSINE-H2O,C00213
S-CARBOXYMETHYL-L-CYSTEINE,C03727
S-CARBOXYMETHYL-L-CYSTEINE+Na,C03727
S-CARBOXYMETHYL-L-CYSTEINE-NH3,C03727
SELENOMETHIONINE,C05335
SELENOMETHIONINE-NH3,C05335
SEROTONIN,C00780
SEROTONIN-NH3,C00780
S-HEXYL-GLUTATHIONE,C02886
S-HEXYL-GLUTATHIONE+Na,C02886
SHIKIMATE+Na,C00493
SHIKIMATE-H2O,C00493
SN-GLYCERO-3-PHOSPHOCHOLINE,C00670
SN-GLYCERO-3-PHOSPHOCHOLINE+K,C00670
SN-GLYCERO-3-PHOSPHOCHOLINE+Na,C00670
SN-GLYCEROL 3-PHOSPHATE,C00093
SORBATE,CA1411
SPERMIDINE,C00315
SPERMIDINE+Na,C00315
SPERMIDINE-NH3,C00315
SPERMINE,C00750
SPERMINE-NH3,C00750
SPHINGANINE,C00836
SPHINGOSINE (d18:1),C00319
STACHYDRINE,C10172
STACHYOSE,C01613
STARCH ACETATE,NA
SUBERIC ACID,C08278
SUBERIC ACID-H2O,C08278
SUCCINATE,C00042
SUCCINATE+Na,C00042
SUCCINATE-H2O,C00042
SUCCINYLCARNITINE,      
SUCCINYLCARNITINE+Na,      
SUCROSE,C00089
SUCROSE+Na,C00089
SUCROSE-H2O,C00089
SULCATOL,NA
SYRINGIC ACID,C10833
TARTARIC ACID+Na,C00898
TAURINE,C00245
TAURINE+Na,C00245
TAURINE-H2O,C00245
TAUROCHENODEOXYCHOLIC ACID,C05465
TAUROCHENODEOXYCHOLIC ACID,NA
TAUROCHENODEOXYCHOLIC ACID+K,NA
TAUROCHENODEOXYCHOLIC ACID+Na,C05465
TAUROCHENODEOXYCHOLIC ACID+NH4,NA
TAUROCHENODEOXYCHOLIC ACID-2H2O,NA
TAUROCHENODEOXYCHOLIC ACID-dimer,NA
TAUROCHENODEOXYCHOLIC ACID-H2O,C05465
TAUROCHENODEOXYCHOLIC ACID-H2O,NA
TAUROCHOLIC ACID (TCA),C05122
TAUROCHOLIC ACID (TCA)+K,NA
TAUROCHOLIC ACID (TCA)+Na,C05122
TAUROCHOLIC ACID (TCA)+NH4,NA
TAUROCHOLIC ACID (TCA)-2H2O,NA
TAUROCHOLIC ACID (TCA)-H2O,C05122
TAURODEOXYCHOLIC ACID,C05465
TAURODEOXYCHOLIC ACID (T-DCA),C05463
TAURODEOXYCHOLIC ACID (T-DCA)+K,NA
TAURODEOXYCHOLIC ACID (T-DCA)+Na,C05463
TAURODEOXYCHOLIC ACID (T-DCA)+NH4,NA
TAURODEOXYCHOLIC ACID (T-DCA)-2H2O,NA
TAURODEOXYCHOLIC ACID (T-DCA)-H2O,C05463
TAURODEOXYCHOLIC ACID+Na,C05465
TAURODEOXYCHOLIC ACID-H2O,C05465
TAUROLITHOCHOLATE,C02592
TAUROLITHOCHOLATE+Na,C02592
TAUROLITHOCHOLATE-H2O,C02592
TAUROLITHOCHOLIC ACID (T-LCA),C02592
TAUROLITHOCHOLIC ACID (T-LCA)+K,NA
TAUROLITHOCHOLIC ACID (T-LCA)+Na,C02592
TAUROLITHOCHOLIC ACID (T-LCA)+NH4,NA
TAUROLITHOCHOLIC ACID (T-LCA)-H2O,C02592
TAUROLITHOCHOLIC ACID-dimer,NA
TAUROMURICHOLIC ACID,      
TAUROMURICHOLIC ACID,      
TAUROMURICHOLIC ACID+H2O,      
TAUROMURICHOLIC ACID+Na,      
TAUROMURICHOLIC ACID+Na,      
TAUROMURICHOLIC ACID-H2O,      
TAUROURSODEOXYCHOLIC ACID (T-UDCA),      
TAUROURSODEOXYCHOLIC ACID (T-UDCA)+K,NA
TAUROURSODEOXYCHOLIC ACID (T-UDCA)+Na,      
TAUROURSODEOXYCHOLIC ACID (T-UDCA)+NH4,NA
TAUROURSODEOXYCHOLIC ACID (T-UDCA)-2H2O,NA
TAUROURSODEOXYCHOLIC ACID (T-UDCA)-H2O,      
TAXIFOLIN,
TETRACOSAHEXAENOIC ACID,
TETRADECENOYLCARNITINE,      
TETRADECENOYLCARNITINE+Na,      
TETRAHYDROTHIOPHENE-1-OXIDE,NA
TEXANOL,NA
THEOBROMINE,C07480
THEOBROMINE+Na,C07480
THEOPHYLLINE,
THIAMINE,C00378
THIAMINE MONOPHOSPHATE,C01081
THIAMINE MONOPHOSPHATE+Na,C01081
THIAMINE PYROPHOSPHATE,C00068
THIAMINE PYROPHOSPHATE+Na,C00068
THIOPURINE S-METHYLETHER,C03542
THIOPURINE S-METHYLETHER+K,C03542
THIOPURINE S-METHYLETHER+Na,C03542
THIOUREA,C14415
THREONINE,NA
THYMIDINE,C00214
THYMIDINE 5'-MONOPHOSPHATE,C00364
THYMIDINE 5'-MONOPHOSPHATE+Na,C00364
THYMIDINE+Na,C00214
THYMIDINE-H2O,C00214
THYMINE,C00178
THYMINE+Na,C00178
THYMOL,
THYROTROPIN RELEASING HORMONE,C03958
THYROTROPIN RELEASING HORMONE+Na,C03958
TIGLYLCARNITINE,      
TIGLYLCARNITINE+Na,      
TMAO,
TRANS-4-HYDROXYPROLINE,C01157
TRANS-4-HYDROXYPROLINE+Na,C01157
TRANS-ACONITATE,C02341
